Code poste;Nom poste;FONCTION;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste (DD)
HARCA;HARCANVILLE (ENEDIS);Poste de transformation;EN EXPLOITATION;90kV;0.7712924330649115;49.7076220796752;49.7076220796752, 0.7712924330649115
HAZEB;HAZEBROUCK;Poste de transformation;EN EXPLOITATION;90kV;2.5362307940707223;50.712930849657546;50.712930849657546, 2.5362307940707223
HEMIN;HEMING;Poste de transformation;EN EXPLOITATION;63kV;6.967135485244936;48.68864030664824;48.68864030664824, 6.967135485244936
HIRSO;HIRSON;Poste de transformation;EN EXPLOITATION;63kV;4.070621686841527;49.92089070776438;49.92089070776438, 4.070621686841527
HORDA;HORDAIN;Poste de transformation;EN EXPLOITATION;90kV;3.3398754655509824;50.26055609819473;50.26055609819473, 3.3398754655509824
HOUCH;HOUCHARDE(LA);Poste de transformation;EN EXPLOITATION;90kV;0.3572493739552424;46.529856334194974;46.529856334194974, 0.3572493739552424
HOUDR;HOUDREVILLE;Poste de transformation;EN EXPLOITATION;400kV;6.081288247362551;48.51991629495399;48.51991629495399, 6.081288247362551
I.DOU;ISLE-SUR-LE-DOUBS (L );Poste de transformation;EN EXPLOITATION;63kV;6.581326290719104;47.43795925082914;47.43795925082914, 6.581326290719104
ILLKI;ILLKIRCH;Poste de transformation;EN EXPLOITATION;63kV;7.729579389221917;48.519851313968225;48.519851313968225, 7.729579389221917
ILONS;ILONS (LES);Poste de transformation;EN EXPLOITATION;63kV;4.766440719885833;44.65858308711054;44.65858308711054, 4.766440719885833
IMPHY;IMPHY;Poste de transformation;EN EXPLOITATION;63kV;3.2561290550279174;46.93390658591701;46.93390658591701, 3.2561290550279174
INGWI;INGWILLER;Poste de transformation;EN EXPLOITATION;63kV;7.492256076178655;48.875826198609104;48.875826198609104, 7.492256076178655
IRSID;IRSID;Poste de transformation;EN EXPLOITATION;63kV;6.151984224871199;49.200895899546495;49.200895899546495, 6.151984224871199
ISCLE;ISCLES (LES);Poste de transformation;EN EXPLOITATION;225kV;5.019441557931826;43.8278083093838;43.8278083093838, 5.019441557931826
ISSOI;ISSOIRE;Poste de transformation;EN EXPLOITATION;225kV;3.254857966281449;45.554754359257586;45.554754359257586, 3.254857966281449
ISSY;ISSY;Poste de transformation;EN EXPLOITATION;63kV;2.263936285432467;48.83276610980008;48.83276610980008, 2.263936285432467
ITTEV;ITTEVILLE;Poste de transformation;EN EXPLOITATION;63kV;2.3552687440048725;48.520734204376765;48.520734204376765, 2.3552687440048725
IVRY5;IVRY (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;2.388030665599988;48.82071829434192;48.82071829434192, 2.388030665599988
JARNE;JARNE (LA);Poste de transformation;EN EXPLOITATION;90kV;-1.0810329465372972;46.13389838387207;46.13389838387207, -1.0810329465372972
JOINV;JOINVILLE;Poste de transformation;EN EXPLOITATION;63kV;5.1471396933295;48.445543698378714;48.445543698378714, 5.1471396933295
JONZA;JONZAC;Poste de transformation;EN EXPLOITATION;90kV;-0.4401126934847889;45.43675188955732;45.43675188955732, -0.4401126934847889
JOURD;JOURDANIE (LA);Poste de transformation;EN EXPLOITATION;63kV;2.7123680678668602;44.01716407517236;44.01716407517236, 2.7123680678668602
JUMEA;JUMEAUX (LES);Poste de transformation;EN EXPLOITATION;400kV;-0.07171181372334302;46.80171675705991;46.80171675705991, -0.07171181372334302
JUNGW;JUNGWALD;Poste de transformation;EN EXPLOITATION;63kV;7.093872436437873;49.104143440319916;49.104143440319916, 7.093872436437873
JUSSE;JUSSEY;Poste de transformation;EN EXPLOITATION;63kV;5.902342794043798;47.8170763119066;47.8170763119066, 5.902342794043798
KERBI;KERBILIGUET;Poste de transformation;EN EXPLOITATION;63kV;-3.84679968798438;48.18170767728351;48.18170767728351, -3.84679968798438
KERHE;KERHELLEGAN;Poste de transformation;EN EXPLOITATION;63kV;-3.1239129473067138;47.60995209850544;47.60995209850544, -3.1239129473067138
KERLI;KERLIVIO;Poste de transformation;EN EXPLOITATION;63kV;-3.1656279344816043;47.77753317510225;47.77753317510225, -3.1656279344816043
KERLO;KERLOUAN;Poste de transformation;EN EXPLOITATION;63kV;-4.385211171850988;48.64020355828804;48.64020355828804, -4.385211171850988
L.BAL;LAU-BALAGNAS;Poste de transformation;EN EXPLOITATION;150kV;-0.10017163732430837;42.99785388786351;42.99785388786351, -0.10017163732430837
L.MOR;LAC-MORT;Poste de transformation;EN EXPLOITATION;63kV;5.7917077080717725;45.04634014905644;45.04634014905644, 5.7917077080717725
L.NOI;LAC-NOIR;Poste de transformation;EN EXPLOITATION;225kV;7.094606306447843;48.115284043891535;48.115284043891535, 7.094606306447843
L.OO;LAC D OO;Poste de transformation;EN EXPLOITATION;150kV;0.582386395846818;42.79305013201932;42.79305013201932, 0.582386395846818
L.SAU;LONS-LE-SAUNIER;Poste de transformation;EN EXPLOITATION;63kV;5.56288431648648;46.692110482538894;46.692110482538894, 5.56288431648648
LABOU;LABOUHEYRE;Poste de transformation;EN EXPLOITATION;63kV;-0.9213215343010812;44.201867664804645;44.201867664804645, -0.9213215343010812
LACAN;LACANAU;Poste de transformation;EN EXPLOITATION;63kV;-1.0541674153697238;44.982329097004445;44.982329097004445, -1.0541674153697238
LACQ;LACQ (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;-0.6276328961593561;43.412452696658384;43.412452696658384, -0.6276328961593561
LADOU;LADOUX;Poste de transformation;EN EXPLOITATION;63kV;3.1184205531412914;45.84411022245945;45.84411022245945, 3.1184205531412914
LAFA5;LAFARGE (CIMENTS LAFARGE A CRUAS);Poste de transformation;EN EXPLOITATION;63kV;4.7645923439557185;44.6598630632962;44.6598630632962, 4.7645923439557185
LAMBA;LAMBALLE;Poste de transformation;EN EXPLOITATION;63kV;-2.5302423668754397;48.4805023772035;48.4805023772035, -2.5302423668754397
LANDE;LANDERNEAU;Poste de transformation;EN EXPLOITATION;225kV;-4.236608922093465;48.460429628453525;48.460429628453525, -4.236608922093465
LANDI;LANDIVISIAU;Poste de transformation;EN EXPLOITATION;63kV;-4.051556701343943;48.513327102510154;48.513327102510154, -4.051556701343943
LANG9;LANGLEY;Poste de transformation;EN EXPLOITATION;63kV;6.3279421802061275;48.35219780383331;48.35219780383331, 6.3279421802061275
LANSL;LANSLEBOURG;Poste de transformation;EN EXPLOITATION;63kV;6.8862921131524155;45.28598295833011;45.28598295833011, 6.8862921131524155
LARGU;LARGUE (LE);Poste de transformation;EN EXPLOITATION;63kV;5.858301166124171;43.8545550190142;43.8545550190142, 5.858301166124171
LAROC;LAROCHE;Poste de transformation;EN EXPLOITATION;63kV;3.5336357281036332;47.96484882949958;47.96484882949958, 3.5336357281036332
LAURO;LAURONS;Poste de transformation;EN EXPLOITATION;63kV;5.013317355395811;43.38560325692359;43.38560325692359, 5.013317355395811
LAVA5;LAVALDUC;Poste de transformation;EN EXPLOITATION;63kV;4.956135251852593;43.48101097297987;43.48101097297987, 4.956135251852593
LEDEN;LEDENON;Poste de transformation;EN EXPLOITATION;63kV;4.528493665347777;43.89628888409421;43.89628888409421, 4.528493665347777
LESTR;LESTREM;Poste de transformation;EN EXPLOITATION;225kV;2.6811710586674944;50.64022632989454;50.64022632989454, 2.6811710586674944
LESUR;LESURCQ;Poste de transformation;EN EXPLOITATION;63kV;2.5617217159522405;48.63323637757009;48.63323637757009, 2.5617217159522405
LEVRO;LEVROUX;Poste de transformation;EN EXPLOITATION;90kV;1.5991768295675213;46.972831478222524;46.972831478222524, 1.5991768295675213
LIART;LIART;Poste de transformation;EN EXPLOITATION;63kV;4.345389783193449;49.77385303911851;49.77385303911851, 4.345389783193449
LICAU;LICAUGAS;Poste de transformation;EN EXPLOITATION;63kV;-0.9606242744925803;44.39842090986811;44.39842090986811, -0.9606242744925803
LIGNA;LIGNAT;Poste de transformation;EN EXPLOITATION;225kV;3.265243687657176;45.720014218319996;45.720014218319996, 3.265243687657176
LISLO;LISLOCH;Poste de transformation;EN EXPLOITATION;63kV;-3.584399056154173;47.851952623911544;47.851952623911544, -3.584399056154173
LIZY;LIZY (-SUR-OURCQ);Poste de transformation;EN EXPLOITATION;63kV;3.0128711148169987;49.02805915040181;49.02805915040181, 3.0128711148169987
LOCQU;LOCQUELTAS;Poste de transformation;EN EXPLOITATION;63kV;-2.7439160892701753;47.74910345718315;47.74910345718315, -2.7439160892701753
LODEV;LODEVE;Poste de transformation;EN EXPLOITATION;63kV;3.313420732144375;43.72336479115307;43.72336479115307, 3.313420732144375
LOING;LOING;Poste de transformation;EN EXPLOITATION;63kV;2.7980135251970744;48.3925502236926;48.3925502236926, 2.7980135251970744
LONG5;LONGUYON;Poste de transformation;EN EXPLOITATION;63kV;5.603128016693744;49.44184386215279;49.44184386215279, 5.603128016693744
LONGC;LONGCHAMP (RUFFEC);Poste de transformation;EN EXPLOITATION;90kV;0.18144624132650272;46.02650320493382;46.02650320493382, 0.18144624132650272
LONGE;LONGERAY;Poste de transformation;EN EXPLOITATION;63kV;5.887363704985852;46.113700545328506;46.113700545328506, 5.887363704985852
LONNY;LONNY;Poste de transformation;EN EXPLOITATION;400kV;4.573255369954756;49.82735734079642;49.82735734079642, 4.573255369954756
LOTHI;LOTHIERS;Poste de transformation;EN EXPLOITATION;90kV;1.5633007437325144;46.69490190815737;46.69490190815737, 1.5633007437325144
LOUDE;LOUDEAC;Poste de transformation;EN EXPLOITATION;63kV;-2.7483487005758467;48.16822618551966;48.16822618551966, -2.7483487005758467
LOUP;LOUP (LE);Poste de transformation;EN EXPLOITATION;63kV;6.991724547505003;43.72112006621386;43.72112006621386, 6.991724547505003
LUBER;LUBERSAC;Poste de transformation;EN EXPLOITATION;90kV;1.403998058282328;45.42926729722424;45.42926729722424, 1.403998058282328
LUDRE;LUDRES;Poste de transformation;EN EXPLOITATION;63kV;6.191162231834128;48.61114345019174;48.61114345019174, 6.191162231834128
LUISA;LUISANT;Poste de transformation;EN EXPLOITATION;90kV;1.4697280270952213;48.428062437802986;48.428062437802986, 1.4697280270952213
LURE;LURE;Poste de transformation;EN EXPLOITATION;63kV;6.505356850049763;47.673958945241;47.673958945241, 6.505356850049763
LUZEC;LUZECH;Poste de transformation;EN EXPLOITATION;63kV;1.2845816154983016;44.48127121819214;44.48127121819214, 1.2845816154983016
LUZI2;LUZIERES II;Poste de transformation;EN EXPLOITATION;63kV;2.415462930171811;43.66471595305999;43.66471595305999, 2.415462930171811
M.ALL;MONISTROL-D ALLIER;Poste de transformation;EN EXPLOITATION;63kV;3.645363245584654;44.9681435487394;44.9681435487394, 3.645363245584654
M.CAM;MAL CAMPEE (LA);Poste de transformation;EN EXPLOITATION;63kV;4.674087688121357;49.78844938798017;49.78844938798017, 4.674087688121357
M.ROI;MONTIGNY-LE-ROI;Poste de transformation;EN EXPLOITATION;63kV;5.485553227795074;47.99773513230227;47.99773513230227, 5.485553227795074
M.SEI;MERY-SUR-SEINE;Poste de transformation;EN EXPLOITATION;400kV;3.918092116299793;48.5196743875546;48.5196743875546, 3.918092116299793
M.SER;MOTTE SERVOLEX (LA);Poste de transformation;EN EXPLOITATION;63kV;5.888161117555531;45.59926712565222;45.59926712565222, 5.888161117555531
M.VEY;MARTRES DE VEYRE;Poste de transformation;EN EXPLOITATION;63kV;3.203033971525741;45.67872997910132;45.67872997910132, 3.203033971525741
MADE5;MADELEINE (LA)(CREUSOT LOIRE INDUSTRIE A RIVE-DE-GIERS);Poste de transformation;EN EXPLOITATION;225kV;4.646704351902788;45.54012139359549;45.54012139359549, 4.646704351902788
MALA6;MALASSIS;Poste de transformation;EN EXPLOITATION;225kV;2.433895338171704;48.87099438696483;48.87099438696483, 2.433895338171704
MALEB;MALEBARGE;Poste de transformation;EN EXPLOITATION;63kV;4.7958837269072845;43.410911437284156;43.410911437284156, 4.7958837269072845
MANCI;MANCIOUX;Poste de transformation;EN EXPLOITATION;63kV;0.9555909376913981;43.15750867883888;43.15750867883888, 0.9555909376913981
MANSL;MANSLE;Poste de transformation;EN EXPLOITATION;90kV;0.16046295231627847;45.876496976967125;45.876496976967125, 0.16046295231627847
MARAI;MARAIS (LE);Poste de transformation;EN EXPLOITATION;90kV;1.4667116791375578;49.103090525881115;49.103090525881115, 1.4667116791375578
MARC6;MARCILLY;Poste de transformation;EN EXPLOITATION;63kV;5.134612527381573;47.51334359629413;47.51334359629413, 5.134612527381573
MARCH;MARCHAIS;Poste de transformation;EN EXPLOITATION;90kV;1.863639684187881;47.910144983611204;47.910144983611204, 1.863639684187881
MARCK;MARCKOLSHEIM;Poste de transformation;EN EXPLOITATION;225kV;7.58776168410149;48.15355555983626;48.15355555983626, 7.58776168410149
MARCO;MARCOULE;Poste de transformation;EN EXPLOITATION;63kV;4.705174572714092;44.14657260975875;44.14657260975875, 4.705174572714092
MARGU;MARGUAND;Poste de transformation;EN EXPLOITATION;63kV;1.8554976299302561;48.69106490292935;48.69106490292935, 1.8554976299302561
MARI6;MARIE;Poste de transformation;EN EXPLOITATION;63kV;5.01647458895935;45.04450575223429;45.04450575223429, 5.01647458895935
MARLE;MARLE;Poste de transformation;EN EXPLOITATION;90kV;3.7673986671117903;49.75091353978339;49.75091353978339, 3.7673986671117903
MASTA;MASTAING;Poste de transformation;EN EXPLOITATION;400kV;3.291499135667564;50.297289735114674;50.297289735114674, 3.291499135667564
MAUGU;MAUGUIO;Poste de transformation;EN EXPLOITATION;63kV;4.003551045158889;43.62629748371833;43.62629748371833, 4.003551045158889
MAURI;MAURIAC;Poste de transformation;EN EXPLOITATION;90kV;2.348842757958933;45.21838675223621;45.21838675223621, 2.348842757958933
MAUZ5;MAUZAC (CLIENT);Poste de transformation;EN EXPLOITATION;HORS TENSION;0.8070399994833546;44.85450299985347;44.85450299985347, 0.8070399994833546
MAUZA;MAUZAC;Poste de transformation;EN EXPLOITATION;63kV;0.807297017948675;44.85464264006197;44.85464264006197, 0.807297017948675
MAZIN;MAZINGARBE;Poste de transformation;EN EXPLOITATION;225kV;2.724031017802681;50.47430216968826;50.47430216968826, 2.724031017802681
MELLE;MELLE;Poste de transformation;EN EXPLOITATION;90kV;-0.1418406599932963;46.21389651881211;46.21389651881211, -0.1418406599932963
MERAN;MERANTAIS;Poste de transformation;EN EXPLOITATION;63kV;2.062856080357093;48.750692576895446;48.750692576895446, 2.062856080357093
MERE5;MERENS (PORT SNCF);Poste de transformation;EN EXPLOITATION;63kV;1.826930104383594;42.630322104148725;42.630322104148725, 1.826930104383594
MERON;MERON;Poste de transformation;EN EXPLOITATION;90kV;-0.12155918468531805;47.11479268343159;47.11479268343159, -0.12155918468531805
MESSA;MESSAC;Poste de transformation;EN EXPLOITATION;90kV;-1.7867146919376093;47.8295550455098;47.8295550455098, -1.7867146919376093
MEYRA;MEYRARGUES;Poste de transformation;EN EXPLOITATION;63kV;5.513881423571685;43.643700010802206;43.643700010802206, 5.513881423571685
MEYTH;MEYTHET;Poste de transformation;EN EXPLOITATION;63kV;6.102076151443092;45.91770157253766;45.91770157253766, 6.102076151443092
MEZE5;MEZEROLLES;Poste de transformation;EN EXPLOITATION;400kV;1.7414625629277551;48.933153267377456;48.933153267377456, 1.7414625629277551
MEZIN;MEZIN;Poste de transformation;EN EXPLOITATION;63kV;0.2701724775256537;44.0538783417497;44.0538783417497, 0.2701724775256537
MIGNA;MIGNALOUX;Poste de transformation;EN EXPLOITATION;90kV;0.40064347453779925;46.55160081925909;46.55160081925909, 0.40064347453779925
MILL5;MILLERY (69);Poste de transformation;EN EXPLOITATION;63kV;4.771364812681997;45.64850148031664;45.64850148031664, 4.771364812681997
MILLA;MILLAU;Poste de transformation;EN EXPLOITATION;63kV;3.0708647073229964;44.0930025825412;44.0930025825412, 3.0708647073229964
MINE2;MINE II;Poste de transformation;EN EXPLOITATION;HORS TENSION;-0.8860270005260572;44.013344000006;44.013344000006, -0.8860270005260572
MIONS;MIONS;Poste de transformation;EN EXPLOITATION;400kV;4.974691220873859;45.67454191560925;45.67454191560925, 4.974691220873859
MIRAN;MIRANDE;Poste de transformation;EN EXPLOITATION;63kV;0.417835067053626;43.52053076752813;43.52053076752813, 0.417835067053626
MIREB;MIREBEAU;Poste de transformation;EN EXPLOITATION;90kV;0.18795428657331095;46.77766169104402;46.77766169104402, 0.18795428657331095
MIREP;MIREPOIX;Poste de transformation;EN EXPLOITATION;63kV;1.8606816973873181;43.08945480373142;43.08945480373142, 1.8606816973873181
MIREV;MIREVAL;Poste de transformation;EN EXPLOITATION;63kV;3.8104885218602873;43.509085614151424;43.509085614151424, 3.8104885218602873
MIRIB;MIRIBEL;Poste de transformation;EN EXPLOITATION;63kV;4.970455349372191;45.82769703259723;45.82769703259723, 4.970455349372191
MIZOE;MIZOEN;Poste de transformation;EN EXPLOITATION;63kV;6.139058684897025;45.04789248855255;45.04789248855255, 6.139058684897025
MOIRA;MOIRANS;Poste de transformation;EN EXPLOITATION;225kV;5.553682264478707;45.3279992871179;45.3279992871179, 5.553682264478707
MOIS5;MOISSAN;Poste de transformation;EN EXPLOITATION;63kV;4.823422888708528;45.71003319238467;45.71003319238467, 4.823422888708528
MOISS;MOISSAC;Poste de transformation;EN EXPLOITATION;63kV;1.0733792577210142;44.101729545971914;44.101729545971914, 1.0733792577210142
MOLLE;MOLLEPIERRE;Poste de transformation;EN EXPLOITATION;63kV;4.750755139335613;46.90251734331253;46.90251734331253, 4.750755139335613
MONAS;MONASTIER (LE);Poste de transformation;EN EXPLOITATION;63kV;3.2533368248624455;44.509267579455766;44.509267579455766, 3.2533368248624455
MONCO;MONCOUTANT;Poste de transformation;EN EXPLOITATION;90kV;-0.5744418331414904;46.71866405167655;46.71866405167655, -0.5744418331414904
MOND5;MONDELANGE;Poste de transformation;EN EXPLOITATION;63kV;6.17582181086195;49.26189162033355;49.26189162033355, 6.17582181086195
MOREZ;MOREZ;Poste de transformation;EN EXPLOITATION;63kV;6.026597697050967;46.5020346042681;46.5020346042681, 6.026597697050967
MORTE;MORTEMER;Poste de transformation;EN EXPLOITATION;90kV;0.3104885223113994;49.474730928511605;49.474730928511605, 0.3104885223113994
MOTT6;MOTTAY (LE);Poste de transformation;EN EXPLOITATION;63kV;6.510854866942611;46.388769777643404;46.388769777643404, 6.510854866942611
MOUCH;MOUCHE (LA);Poste de transformation;EN EXPLOITATION;225kV;4.84438419179804;45.720224239959514;45.720224239959514, 4.84438419179804
MOULA;MOULAINE;Poste de transformation;EN EXPLOITATION;400kV;5.792852663466519;49.48379635822491;49.48379635822491, 5.792852663466519
MOURE;MOUREMBOZ;Poste de transformation;EN EXPLOITATION;63kV;6.137392527169986;46.8636262718251;46.8636262718251, 6.137392527169986
MOUT5;MOUTHIERS;Poste de transformation;EN EXPLOITATION;90kV;0.12285589388405846;45.55244212338874;45.55244212338874, 0.12285589388405846
MOUZE;MOUZEUIL;Poste de transformation;EN EXPLOITATION;90kV;-0.9764317389694861;46.46626294900548;46.46626294900548, -0.9764317389694861
MOUZO;MOUZON (SOLLAC);Poste de transformation;EN EXPLOITATION;63kV;5.072522767646725;49.60885715539411;49.60885715539411, 5.072522767646725
MRNER;MARTINERIE (LA);Poste de transformation;EN EXPLOITATION;90kV;1.376767801490104;45.903350413093186;45.903350413093186, 1.376767801490104
